SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Reservoir water level (m)
10225,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,28-07-2010 13:30,4.114800
10226,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,29-07-2010 13:30,4.114800
10227,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,30-07-2010 13:30,4.114800
10228,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,31-07-2010 13:30,4.145280
10229,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,01-08-2010 13:30,4.145280
10230,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,02-08-2010 13:30,4.145280
10231,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,03-08-2010 13:30,4.175760
10232,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,04-08-2010 13:30,4.175760
10233,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,05-08-2010 13:30,4.206240
10234,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,06-08-2010 13:30,4.206240
10235,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,07-08-2010 13:30,4.206240
10236,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,08-08-2010 13:30,4.206240
10237,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,09-08-2010 13:30,4.236720
10238,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,10-08-2010 13:30,4.236720
10239,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,11-08-2010 13:30,4.236720
10240,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,12-08-2010 13:30,4.236720
10241,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,13-08-2010 13:30,4.236720
10242,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,14-08-2010 13:30,4.236720
10243,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,15-08-2010 13:30,4.236720
10244,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,16-08-2010 13:30,4.236720
10245,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,17-08-2010 13:30,4.236720
10246,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,18-08-2010 13:30,4.236720
10247,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,19-08-2010 13:30,4.236720
10248,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,20-08-2010 13:30,4.236720
10249,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,21-08-2010 13:30,4.236720
10250,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,22-08-2010 13:30,4.236720
10251,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,23-08-2010 13:30,4.236720
10252,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,24-08-2010 13:30,4.236720
10253,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,25-08-2010 13:30,4.236720
10254,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,26-08-2010 13:30,4.236720
10255,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,27-08-2010 13:30,4.236720
10256,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,28-08-2010 13:30,4.236720
10257,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,29-08-2010 13:30,4.236720
10258,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,30-08-2010 13:30,4.236720
10259,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,31-08-2010 13:30,4.236720
10260,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,01-09-2010 13:30,4.236720
10261,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,02-09-2010 13:30,4.236720
10262,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,03-09-2010 13:30,4.236720
10263,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,04-09-2010 13:30,4.236720
10264,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,05-09-2010 13:30,4.236720
10265,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,06-09-2010 13:30,4.236720
10266,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,07-09-2010 13:30,4.236720
10267,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,08-09-2010 13:30,4.236720
10268,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,09-09-2010 13:30,4.236720
10269,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,10-09-2010 13:30,4.236720
10270,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,11-09-2010 13:30,4.236720
10271,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,12-09-2010 13:30,4.236720
10272,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,13-09-2010 13:30,4.236720
10273,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,14-09-2010 13:30,4.236720
10274,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,15-09-2010 13:30,4.236720
10275,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,16-09-2010 13:30,4.236720
10276,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,17-09-2010 13:30,4.236720
10277,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,18-09-2010 13:30,4.236720
10278,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,19-09-2010 13:30,4.236720
10279,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,20-09-2010 13:30,4.236720
10280,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,21-09-2010 13:30,4.236720
10281,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,22-09-2010 13:30,4.236720
10282,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,23-09-2010 13:30,4.236720
10283,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,24-09-2010 13:30,4.236720
10284,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,25-09-2010 13:30,4.236720
10285,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,26-09-2010 13:30,4.236720
10286,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,27-09-2010 13:30,4.236720
10287,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,28-09-2010 13:30,4.236720
10288,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,29-09-2010 13:30,4.236720
10289,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,30-09-2010 13:30,4.236720
10290,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,01-10-2010 13:30,4.236720
10291,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,02-10-2010 13:30,4.236720
10292,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,03-10-2010 13:30,4.236720
10293,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,04-10-2010 13:30,4.236720
10294,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,05-10-2010 13:30,4.236720
10295,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,06-10-2010 13:30,4.236720
10296,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,07-10-2010 13:30,4.236720
10297,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,08-10-2010 13:30,4.236720
10298,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,09-10-2010 13:30,4.236720
10299,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,10-10-2010 13:30,4.236720
10300,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,11-10-2010 13:30,4.236720
10301,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,12-10-2010 13:30,4.236720
10302,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,13-10-2010 13:30,4.236720
10303,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,14-10-2010 13:30,4.236720
10304,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,15-10-2010 13:30,4.236720
10305,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,16-10-2010 13:30,4.236720
10306,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,17-10-2010 13:30,4.236720
10307,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,18-10-2010 13:30,4.236720
10308,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,19-10-2010 13:30,4.236720
10309,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,20-10-2010 13:30,4.236720
10310,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,21-10-2010 13:30,4.236720
10311,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,22-10-2010 13:30,4.236720
10312,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,23-10-2010 13:30,4.206240
10313,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,24-10-2010 13:30,4.206240
10314,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,25-10-2010 13:30,4.206240
10315,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,26-10-2010 13:30,4.206240
10316,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,27-10-2010 13:30,4.206240
10317,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,28-10-2010 13:30,4.206240
10318,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,29-10-2010 13:30,4.206240
10319,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,30-10-2010 13:30,4.206240
10320,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,31-10-2010 13:30,4.206240
10321,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,01-11-2010 13:30,4.206240
10322,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,02-11-2010 13:30,4.206240
10323,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,03-11-2010 13:30,4.206240
10324,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,04-11-2010 13:30,4.206240
10325,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,05-11-2010 13:30,4.206240
10326,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,06-11-2010 13:30,4.206240
10327,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,07-11-2010 13:30,4.206240
10328,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,08-11-2010 13:30,4.206240
10329,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,09-11-2010 13:30,4.206240
10330,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,10-11-2010 13:30,4.206240
10331,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,11-11-2010 13:30,4.206240
10332,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,12-11-2010 13:30,4.206240
10333,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,13-11-2010 13:30,4.206240
10334,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,14-11-2010 13:30,4.206240
10335,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,15-11-2010 13:30,4.206240
10336,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,16-11-2010 13:30,4.206240
10337,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,17-11-2010 13:30,4.206240
10338,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,18-11-2010 13:30,4.206240
10339,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,19-11-2010 13:30,4.175760
10340,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,20-11-2010 13:30,4.175760
10341,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,21-11-2010 13:30,4.175760
10342,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,22-11-2010 13:30,4.175760
10343,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,23-11-2010 13:30,4.175760
10344,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,24-11-2010 13:30,4.175760
10345,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,25-11-2010 13:30,4.175760
10346,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,26-11-2010 13:30,4.175760
10347,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,27-11-2010 13:30,4.175760
10348,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,28-11-2010 13:30,4.175760
10349,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,29-11-2010 13:30,4.175760
10350,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,30-11-2010 13:30,4.175760
10351,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,01-12-2010 13:30,4.175760
