hyriv_id,next_down,main_riv,length_km,discharge_m3s_mean,catchment_up_area_km2,river_order,source,geometry_type,provenance
40694661,40695009,41067217,1.32,0.128,7.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40694662,40697281,41067217,4.59,0.345,15.1,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40694829,40697673,41067217,12.95,1.017,119.5,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40694830,40697673,41067217,13.36,1.469,146.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40694831,40696031,41067217,1.63,1.709,119.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40694832,40695199,41067217,1.84,3.093,149.4,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40694833,40695199,41067217,1.87,0.204,9.7,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695003,40700819,41067217,6.7,0.733,111.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695004,40700819,41067217,6.33,0.179,29.4,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695005,40697674,41067217,2.02,0.122,15.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695006,40697674,41067217,4.08,0.148,18.3,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695007,40696028,41067217,1.08,1.691,174.4,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695008,40696028,41067217,1.32,0.114,13.2,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695009,40696033,41067217,1.69,19.966,1086.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695192,40702117,41067217,1.16,0.141,9.7,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695193,40702117,41067217,7.57,0.415,28.1,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695194,40698031,41067217,4.24,0.219,14.7,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695195,40698031,41067217,10.19,2.517,164.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695196,40696033,41067217,1.32,0.138,7.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695197,40697277,41067217,6.33,0.432,23.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695198,40697277,41067217,4.84,0.34,18.3,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695199,40696401,41067217,0.93,3.32,160.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695200,40696401,41067217,1.01,0.136,6.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695424,40696395,41067217,5.29,0.933,60.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695425,40696395,41067217,5.31,0.383,24.2,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695426,40696397,41067217,0.69,0.108,6.7,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695427,40696397,41067217,1.83,0.172,10.6,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695428,40699697,41067217,3.25,0.239,14.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695429,40699697,41067217,0.92,0.123,7.3,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695430,40696217,41067217,4.7,0.529,24.2,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695623,40697112,41067217,8.99,0.491,41.4,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695624,40697112,41067217,3.57,0.146,12.1,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695625,40697675,41067217,4.77,570.374,23573.7,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695626,40697675,41067217,0.4,5.679,392.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695627,40695626,41067217,5.66,3.103,206.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695628,40696031,41067217,6.67,0.243,17.9,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695629,40696395,41067217,1.62,0.141,8.9,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695630,40696217,41067217,0.69,0.118,5.4,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695832,40698627,41067217,7.24,8.525,740.1,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40695833,40698627,41067217,9.98,0.264,39.9,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696027,40697111,41067217,1.62,0.11,14.3,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696028,40697111,41067217,2.77,1.887,198.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696029,40697113,41067217,6.62,0.299,24.4,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696030,40695626,41067217,5.67,2.571,185.4,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696031,40696030,41067217,5.29,2.143,152.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696032,40696030,41067217,1.41,0.163,12.7,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696033,40697276,41067217,3.17,20.267,1104.0,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696034,40697276,41067217,2.08,0.229,12.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696035,40696754,41067217,5.7,1.232,62.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696036,40696754,41067217,3.92,0.287,14.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696213,40697113,41067217,5.37,0.237,19.8,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696214,40696396,41067217,7.69,0.429,27.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696215,40696396,41067217,1.38,0.137,8.6,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696216,40697115,41067217,0.6,0.16,7.3,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696217,40697115,41067217,4.06,0.917,41.7,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696395,40696940,41067217,2.77,1.562,100.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696396,40698831,41067217,0.61,0.575,36.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696397,40698831,41067217,4.13,0.412,25.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696398,40698432,41067217,2.7,0.287,16.8,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696399,40698432,41067217,4.33,0.328,19.0,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696400,40697468,41067217,2.13,0.295,14.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696401,40697468,41067217,3.23,3.632,175.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696591,40697272,41067217,2.94,0.162,17.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696592,40697272,41067217,15.78,14.718,992.6,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696593,40696940,41067217,1.73,0.131,8.4,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696754,40697846,41067217,2.15,1.645,83.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696933,40700081,41067217,1.38,0.126,9.3,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696934,40700081,41067217,8.52,0.351,25.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696935,40698032,41067217,3.61,0.203,13.8,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696936,40697274,41067217,1.38,0.114,7.6,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696937,40697114,41067217,8.24,0.47,31.1,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696938,40697114,41067217,2.64,0.396,26.3,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696939,40697463,41067217,6.39,0.406,26.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40696940,40697463,41067217,1.69,1.732,111.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697111,40701178,41067217,2.93,2.041,219.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697112,40699881,41067217,4.01,0.762,65.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697113,40699881,41067217,4.74,0.748,63.0,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697114,40697274,41067217,2.84,0.947,63.0,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697115,40697116,41067217,3.87,1.385,62.6,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697271,40700269,41067217,1.01,0.108,12.5,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697272,40700269,41067217,1.85,14.973,1022.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697273,40698032,41067217,1.63,1.692,114.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697274,40697273,41067217,3.64,1.275,85.4,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697275,40697678,41067217,0.6,0.113,6.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697276,40697678,41067217,3.39,20.665,1126.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697277,40697464,41067217,5.85,1.16,62.8,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697278,40697465,41067217,5.02,0.467,23.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697279,40698251,41067217,4.09,0.437,20.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697462,40701178,41067217,2.23,0.159,20.3,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697463,40698829,41067217,1.84,2.199,141.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697464,40698036,41067217,3.45,8.022,420.9,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697465,40697846,41067217,3.87,0.918,46.4,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697466,40697465,41067217,0.92,0.232,11.7,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697467,40697847,41067217,0.6,0.125,6.2,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697468,40697847,41067217,3.23,4.115,199.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697469,40698251,41067217,2.64,0.356,16.6,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697673,40698823,41067217,9.41,2.664,294.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697674,40698823,41067217,7.09,0.391,51.4,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697675,40698431,41067217,5.55,576.437,23998.0,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697676,40699887,41067217,2.85,0.214,13.2,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697677,40699887,41067217,4.58,0.423,25.9,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697678,40699888,41067217,1.23,20.791,1134.0,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697679,40698249,41067217,6.3,0.319,16.8,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697837,40698630,41067217,5.38,0.131,21.1,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697838,40698630,41067217,9.09,0.17,25.9,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697839,40699158,41067217,12.77,4.265,321.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697840,40699158,41067217,11.16,0.292,26.6,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697841,40698829,41067217,5.88,0.403,25.7,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697842,40697464,41067217,4.13,6.685,348.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697843,40697842,41067217,10.55,0.922,49.0,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697844,40698249,41067217,1.82,4.163,213.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697845,40697844,41067217,6.3,0.516,26.8,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697846,40698038,41067217,4.59,2.879,146.5,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697847,40698250,41067217,1.23,4.274,206.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40697848,40698250,41067217,1.38,0.128,6.2,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698030,40698431,41067217,4.05,0.219,18.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698031,40698828,41067217,7.85,3.082,204.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698032,40698828,41067217,4.99,2.024,137.8,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698033,40698833,41067217,6.63,0.418,25.4,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698034,40698833,41067217,11.0,0.877,52.7,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698035,40699888,41067217,1.23,9.732,515.1,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698036,40698035,41067217,5.08,8.655,455.9,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698037,40697844,41067217,0.61,3.581,183.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698038,40698037,41067217,2.63,3.215,164.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698039,40698038,41067217,1.1,0.144,7.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698248,40697842,41067217,1.08,5.604,290.4,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698249,40698248,41067217,4.66,4.717,243.1,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698250,40698834,41067217,1.23,4.448,215.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698251,40698834,41067217,6.71,1.176,55.4,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698252,40697116,41067217,3.99,0.328,14.7,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698431,40700079,41067217,2.86,576.787,24027.2,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698432,40699499,41067217,6.45,0.9,52.4,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698433,40699499,41067217,0.92,0.19,11.0,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698627,40700820,41067217,7.7,8.927,814.1,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698628,40700820,41067217,4.85,0.15,26.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698629,40702114,41067217,3.57,0.146,25.4,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698630,40702114,41067217,2.15,0.32,50.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698631,40697273,41067217,5.32,0.381,26.5,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698632,40700827,41067217,3.76,0.283,16.2,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698633,40700827,41067217,7.38,0.575,32.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698634,40698036,41067217,3.79,0.298,16.2,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698822,40700625,41067217,0.69,0.073,11.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698823,40700625,41067217,3.93,3.104,355.0,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698824,40700079,41067217,2.11,0.16,13.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698825,40699883,41067217,4.3,0.276,20.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698826,40699883,41067217,23.52,1.701,114.7,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698827,40701735,41067217,1.53,0.118,8.4,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698828,40701735,41067217,2.31,5.228,351.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698829,40699885,41067217,3.85,2.708,174.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698830,40699886,41067217,1.01,0.118,7.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698831,40699886,41067217,7.48,1.476,92.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698832,40700275,41067217,1.94,0.171,10.4,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698833,40700275,41067217,3.11,1.512,91.3,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698834,40699504,41067217,1.54,5.674,273.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40698835,40699504,41067217,4.05,0.335,16.0,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40699015,40700276,41067217,3.48,0.481,24.2,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
