SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
272,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,08-08-2024 18:00,2.4
273,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,08-08-2024 22:00,2.4
274,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,09-08-2024 06:00,6
275,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,09-08-2024 10:00,6
276,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,09-08-2024 14:00,6
277,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,09-08-2024 16:00,6
278,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,09-08-2024 22:00,6
279,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,10-08-2024 06:00,7.2
280,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,10-08-2024 08:00,7.2
281,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,10-08-2024 10:00,7.2
282,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,10-08-2024 14:00,7.2
283,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,10-08-2024 16:00,7.2
284,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,10-08-2024 22:00,7.2
285,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-08-2024 08:00,10
286,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-08-2024 10:00,10
287,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-08-2024 14:00,10
288,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-08-2024 16:00,10
289,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-08-2024 18:00,10
290,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-08-2024 22:00,12
291,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-08-2024 06:00,12
292,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-08-2024 08:00,12
293,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-08-2024 10:00,12
294,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-08-2024 14:00,12
295,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-08-2024 16:00,12
296,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-08-2024 18:00,12
297,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-08-2024 22:00,12
298,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-08-2024 06:00,0.4
299,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-08-2024 08:00,0.4
300,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-08-2024 10:00,0.4
301,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-08-2024 14:00,0.4
302,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-08-2024 16:00,0.4
303,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-08-2024 18:00,0.4
304,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-08-2024 20:00,0.4
305,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-08-2024 22:00,0.4
306,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-08-2024 06:00,7.2
307,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-08-2024 08:00,7.2
308,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-08-2024 10:00,7.2
309,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-08-2024 14:00,7.2
310,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,15-08-2024 06:00,5.2
311,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,15-08-2024 08:00,5.2
312,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,15-08-2024 10:00,5.2
313,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,15-08-2024 14:00,5.2
314,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,15-08-2024 16:00,5.2
315,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,15-08-2024 18:00,5.2
316,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,15-08-2024 20:00,5.2
317,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,15-08-2024 22:00,5.2
318,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-08-2024 06:00,1
319,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-08-2024 08:00,1
320,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-08-2024 10:00,1
321,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-08-2024 14:00,1
322,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-08-2024 16:00,1
323,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-08-2024 18:00,1
324,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-08-2024 20:00,1
325,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-08-2024 22:00,1
326,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-08-2024 06:00,2.1
327,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-08-2024 08:00,2.1
328,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-08-2024 10:00,2.1
329,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-08-2024 12:00,2.1
330,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-08-2024 14:00,2.1
331,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-08-2024 16:00,2.1
332,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-08-2024 18:00,2.1
333,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-08-2024 20:00,2.1
334,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-08-2024 22:00,2.1
335,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-08-2024 06:00,4
336,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-08-2024 08:00,5
337,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-08-2024 10:00,5
338,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,26-08-2024 20:00,1
339,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,26-08-2024 22:00,1
340,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-08-2024 06:00,10
341,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-08-2024 08:00,10
342,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-08-2024 10:00,10
343,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-08-2024 12:00,10
344,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-08-2024 14:00,10
345,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-08-2024 16:00,10
346,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-08-2024 18:00,10
347,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-08-2024 20:00,10
348,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-08-2024 22:00,10
349,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,28-08-2024 06:00,3.2
350,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,28-08-2024 08:00,3.2
351,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,28-08-2024 10:00,3.2
352,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,28-08-2024 12:00,3.2
353,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,28-08-2024 14:00,3.2
354,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,28-08-2024 16:00,3.2
355,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,28-08-2024 20:00,3.2
356,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,28-08-2024 22:00,3.2
357,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-08-2024 06:00,5
358,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-08-2024 08:00,5
359,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-08-2024 10:00,5
360,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-08-2024 12:00,5
361,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-08-2024 14:00,5
362,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-08-2024 16:00,5
363,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-08-2024 18:00,5
364,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-08-2024 20:00,5
365,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-08-2024 22:00,5
366,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,30-08-2024 06:00,1
367,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,30-08-2024 08:00,1
368,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,30-08-2024 10:00,1
369,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,30-08-2024 12:00,1
370,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,30-08-2024 14:00,1
371,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-09-2024 06:00,2
372,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-09-2024 08:00,8
373,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-09-2024 10:00,8
374,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-09-2024 14:00,8
375,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-09-2024 16:00,8
376,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-09-2024 06:00,6
377,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-09-2024 08:00,6
378,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-09-2024 10:00,6
379,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-09-2024 12:00,6
380,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-09-2024 14:00,6
381,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-09-2024 18:00,6
382,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-09-2024 20:00,6
383,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-09-2024 22:00,6
384,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-09-2024 06:00,2
385,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-09-2024 08:00,2
386,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-09-2024 12:00,2
387,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-09-2024 14:00,2
388,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-09-2024 16:00,2
389,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-09-2024 18:00,2
390,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-09-2024 20:00,2
391,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-09-2024 22:00,2
392,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-09-2024 06:00,1
393,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-09-2024 08:00,1
394,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-09-2024 10:00,1
395,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-09-2024 12:00,1
